dataset_id,horizon_step,reference_step,feature,comparison_bars,mae,rmse,iqr_normalized_mae,correlation,final_abs_error
spy_1h,4,1,snap,371,0.09867223719676549,0.13209810839897596,0.2288051877026446,0.9134675279188899,0.010699999999999987
spy_1h,4,1,structure,371,0.009751752021563339,0.011862967588255476,0.11567914616326619,0.9959718174297956,0.008099999999999996
spy_1h,4,1,kinematics,371,0.01881967654986523,0.023930803774053162,0.21947144664565868,0.9330026609139589,0.012499999999999956
spy_1h,4,1,geometry,371,0.014167385444743937,0.018347197322634522,0.3413827818010584,0.8422692191127376,0.0126
spy_1h,4,1,information,371,0.014334501347708896,0.018329260921540705,0.16410419402070864,0.9766402299403154,0.020100000000000007
spy_1h,4,1,propagation,371,0.04039514824797844,0.04935614343603749,0.3631024561616041,0.9010359104998912,0.052999999999999936
spy_1h,4,1,cascade_bias,371,0.07518840970350404,0.09771611048326903,0.36570238182638154,0.8623064418359006,0.1522
spy_1h,4,1,scaling_exponent,371,0.0939056603773585,0.11953686526061419,0.569815900348049,0.9528877708906017,0.08290000000000003
spy_1h,8,1,pressure,371,0.003960646900269542,0.004888018245870984,0.029546041777467676,0.9994479753768346,0.0026
spy_1h,8,1,velocity,371,0.07139137466307277,0.09815274031460786,0.11560420154331272,0.9742150322026347,0.23840000000000003
spy_1h,8,1,acceleration,371,0.11705929919137467,0.15224045192443542,0.28800418056679705,0.9037321179477554,0.27080000000000004
spy_1h,8,1,jerk,371,0.13549703504043129,0.1740668164923274,0.31238509519407787,0.870286397834839,0.10719999999999996
spy_1h,8,1,snap,371,0.14853126684636117,0.19016126643108436,0.34442032891909835,0.8484718681057057,0.07040000000000002
spy_1h,8,1,structure,371,0.017915363881401615,0.022652018944547762,0.21251914450061232,0.9853906781773486,0.012900000000000023
spy_1h,8,1,kinematics,371,0.028050134770889492,0.035615251586259514,0.3271152742960874,0.8631774251079329,0.038199999999999956
spy_1h,8,1,geometry,371,0.023840700808625336,0.030658231241497653,0.5744747182801281,0.6275006034364436,0.009000000000000008
spy_1h,8,1,information,371,0.020017250673854445,0.02619720669869244,0.22916142729083513,0.9404675401327566,0.0030999999999999917
spy_1h,8,1,propagation,371,0.06870026954177898,0.08482280913048719,0.6175305127350922,0.805165067535299,0.07350000000000001
spy_1h,8,1,cascade_bias,371,0.1711301886792453,0.2218405623895094,0.832345275677263,0.5787772237629694,0.3752
spy_1h,8,1,scaling_exponent,371,0.10462183288409704,0.13765589261230152,0.6348412189568993,0.9321728814588724,0.08539999999999998
spy_2h,1,1,pressure,371,0.0,0.0,0.0,1.0,0.0
spy_2h,1,1,velocity,371,0.0,0.0,0.0,0.9999999999999999,0.0
spy_2h,1,1,acceleration,371,0.0,0.0,0.0,1.0,0.0
spy_2h,1,1,jerk,371,0.0,0.0,0.0,1.0,0.0
spy_2h,1,1,snap,371,0.0,0.0,0.0,1.0,0.0
spy_2h,1,1,structure,371,0.0,0.0,0.0,0.9999999999999999,0.0
spy_2h,1,1,kinematics,371,0.0,0.0,0.0,1.0,0.0
spy_2h,1,1,geometry,371,0.0,0.0,0.0,0.9999999999999999,0.0
spy_2h,1,1,information,371,0.0,0.0,0.0,1.0,0.0
spy_2h,1,1,propagation,371,0.0,0.0,0.0,1.0,0.0
spy_2h,1,1,cascade_bias,371,0.0,0.0,0.0,1.0,0.0
