dataset_id,input_window_bars,full_history_bars,comparison_tail_bars,feature_family,feature,mae,reference_iqr,iqr_normalized_mae,final_abs_error
gld_1d,96,749,32,derivative,snap,0.0031721228536928654,0.5210367442826387,0.006088098178296871,0.0023957763532877693
gld_1d,96,749,32,stratum,structure,0.0013106203475583434,0.14130555258502486,0.009275080303512708,0.0001523131672945821
gld_1d,96,749,32,stratum,kinematics,0.0010254101329386749,0.08027855213852408,0.01277315180235545,0.00023791784209908906
gld_1d,96,749,32,stratum,geometry,0.002543105530191563,0.0523335311091942,0.04859418954332279,0.00031641079480321244
gld_1d,96,749,32,stratum,information,0.006135006618220031,0.11579304073811336,0.05298251586721385,0.004872020532943722
gld_1d,96,749,32,stratum,propagation,0.006300195952939732,0.1772114237597736,0.035551861269848085,0.00513075583673317
gld_1d,96,749,32,stratum,cascade_bias,0.00778380540607687,0.3008792495437007,0.02587019682441186,0.00576124639631137
gld_1d,96,749,32,stratum,scaling_exponent,8.153200337090993e-17,0.2696693387002029,3.023406508277561e-16,0.0
gld_1d,96,749,32,carrier,carrier_price_structure,0.0013106203475583434,0.14130555258502486,0.009275080303512708,0.0001523131672945821
gld_1d,96,749,32,carrier,carrier_realized_volatility,0.3192468569985011,0.29843030888590716,1.0697534650227243,0.23379635898676876
gld_1d,96,749,32,carrier,carrier_participation,0.12073035502998924,0.2766573725367529,0.4363894369522022,0.1062345816262964
gld_1d,96,749,32,carrier,carrier_liquidity_stress,0.0004491731071212847,0.0010718437558984717,0.4190658429919815,0.0003191403108289137
gld_1d,96,749,32,carrier_ratio,ratio_realized_volatility,0.3954442705598169,0.3307777146722779,1.1954985267118379,0.2502023915557787
gld_1d,96,749,32,carrier_ratio,ratio_participation,0.13258990993171382,0.3074486631218293,0.43125869725826027,0.1077804050146568
gld_1d,96,749,32,carrier_ratio,ratio_liquidity_stress,0.000449684300184737,0.0010717748621101864,0.4195697399539364,0.00031952899883846975
gld_1d,128,749,32,derivative,pressure,0.0005329393369874248,0.18576715831132073,0.0028688565935550904,0.00025470349011444404
gld_1d,128,749,32,derivative,velocity,0.002120599119121902,0.6953851242859985,0.0030495318997501883,0.0004846707093216218
gld_1d,128,749,32,derivative,acceleration,0.0011114481351627422,0.5039525899189521,0.002205461698969521,0.00025651659952208306
gld_1d,128,749,32,derivative,jerk,0.0008332120443243378,0.5630033847605047,0.0014799414477388564,9.381775093769695e-05
gld_1d,128,749,32,derivative,snap,0.0009201631428121058,0.5210367442826387,0.001766023515441282,0.0005761398706430332
gld_1d,128,749,32,stratum,structure,0.0003590877029343003,0.14130555258502486,0.0025412143851759393,1.2945762723148846e-05
gld_1d,128,749,32,stratum,kinematics,0.0002731915204939681,0.08027855213852408,0.0034030449381120434,5.6683987704642114e-05
gld_1d,128,749,32,stratum,geometry,0.0007151379054265508,0.0523335311091942,0.013665003875515521,0.00019728187014383947
gld_1d,128,749,32,stratum,information,0.0015380627545116647,0.11579304073811336,0.013282860046747268,0.0020475724157834607
gld_1d,128,749,32,stratum,propagation,0.0020914135480287373,0.1772114237597736,0.01180179868575426,0.0007416047470073517
gld_1d,128,749,32,stratum,cascade_bias,0.002650198183768015,0.3008792495437007,0.008808178655680579,0.0009763733825208787
gld_1d,128,749,32,stratum,scaling_exponent,3.3306690738754696e-16,0.2696693387002029,1.2350937225304079e-15,5.551115123125783e-16
gld_1d,128,749,32,carrier,carrier_price_structure,0.0003590877029343003,0.14130555258502486,0.0025412143851759393,1.2945762723148846e-05
gld_1d,128,749,32,carrier,carrier_realized_volatility,0.07975987687648883,0.29843030888590716,0.2672646661602385,0.05888504733057037
gld_1d,128,749,32,carrier,carrier_participation,0.024625535680906335,0.2766573725367529,0.08901095045871198,0.025903130267691143
gld_1d,128,749,32,carrier,carrier_liquidity_stress,0.00019250984147903966,0.0010718437558984717,0.1796062536350445,0.00013678509430081753
gld_1d,128,749,32,carrier_ratio,ratio_realized_volatility,0.08267797764619186,0.3307777146722779,0.2499502656281004,0.057288243144695605
gld_1d,128,749,32,carrier_ratio,ratio_participation,0.03251650681795808,0.3074486631218293,0.10576239456625355,0.028936370029246872
gld_1d,128,749,32,carrier_ratio,ratio_liquidity_stress,0.00019270308189469482,0.0010717748621101864,0.17979809818947173,0.00013693927683933182
gld_1d,192,749,32,derivative,pressure,3.921201995673684e-05,0.18576715831132073,0.00021108155129887264,1.97948643667345e-05
gld_1d,192,749,32,derivative,velocity,0.0001670488444639271,0.6953851242859985,0.00024022493238613362,3.9304357998926065e-05
gld_1d,192,749,32,derivative,acceleration,9.72875681831682e-05,0.5039525899189521,0.00019304904891711029,1.4033262364376853e-05
gld_1d,192,749,32,derivative,jerk,6.284838732936455e-05,0.5630033847605047,0.00011163056747180933,9.322056147231805e-06
gld_1d,192,749,32,derivative,snap,8.800834275889986e-05,0.5210367442826387,0.0001689100504419691,5.316663334177518e-05
gld_1d,192,749,32,stratum,structure,3.584757008794938e-05,0.14130555258502486,0.00025368833306376663,2.3334038258271406e-06
gld_1d,192,749,32,stratum,kinematics,2.3627159969679887e-05,0.08027855213852408,0.00029431472467154375,3.1108863087769834e-06
gld_1d,192,749,32,stratum,geometry,8.425001171498935e-05,0.0523335311091942,0.0016098667513797461,2.7965941464980215e-05
gld_1d,192,749,32,stratum,information,1.4242086820761765e-05,0.11579304073811336,0.00012299605166231697,3.0523891416667226e-06
gld_1d,192,749,32,stratum,propagation,0.0003031084426963898,0.1772114237597736,0.0017104339904592224,3.183417098739927e-05
gld_1d,192,749,32,stratum,cascade_bias,0.00026222402514998775,0.3008792495437007,0.0008715257883275911,1.0348725380304735e-05
gld_1d,192,749,32,stratum,scaling_exponent,1.214306433183765e-17,0.2696693387002029,4.502945863392112e-17,0.0
gld_1d,192,749,32,carrier,carrier_price_structure,3.584757008794938e-05,0.14130555258502486,0.00025368833306376663,2.3334038258271406e-06
gld_1d,192,749,32,carrier,carrier_realized_volatility,0.016028849950684168,0.29843030888590716,0.053710529639307364,0.011979865867665918
gld_1d,192,749,32,carrier,carrier_participation,0.012658596135216148,0.2766573725367529,0.045755499010005606,0.012343152491276627
gld_1d,192,749,32,carrier,carrier_liquidity_stress,6.460352724290894e-05,0.0010718437558984717,0.06027326920307999,4.5904101519389506e-05
gld_1d,192,749,32,carrier_ratio,ratio_realized_volatility,0.01631946152554542,0.3307777146722779,0.04933664150172307,0.011553007538007143
gld_1d,192,749,32,carrier_ratio,ratio_participation,0.015833762324619735,0.3074486631218293,0.0515005079672292,0.013627606998896868
gld_1d,192,749,32,carrier_ratio,ratio_liquidity_stress,6.46640306810331e-05,0.0010717748621101864,0.06033359520461039,4.5953513605923035e-05
gld_1d,256,749,32,derivative,pressure,1.4196219140028346e-07,0.18576715831132073,7.641942348193428e-07,7.624850670295835e-08
gld_1d,256,749,32,derivative,velocity,6.344252695756388e-07,0.6953851242859985,9.123365562745514e-07,1.5152015048203182e-07
gld_1d,256,749,32,derivative,acceleration,3.864734997797558e-07,0.5039525899189521,7.668846385766371e-07,2.0993468630159384e-08
gld_1d,256,749,32,derivative,jerk,2.638824323444476e-07,0.5630033847605047,4.6870487724811847e-07,3.566887613049019e-08
gld_1d,256,749,32,derivative,snap,4.2494989257015406e-07,0.5210367442826387,8.155852677054924e-07,2.2357522085070247e-07
gld_1d,256,749,32,stratum,structure,1.991731565283844e-07,0.14130555258502486,1.4095210901817894e-06,1.80037986741155e-08
gld_1d,256,749,32,stratum,kinematics,1.019273556911171e-07,0.08027855213852408,1.2696710762201724e-06,3.3058986104173016e-09
gld_1d,256,749,32,stratum,geometry,4.460477333358137e-07,0.0523335311091942,8.523172885183931e-06,1.0108429321364909e-07
gld_1d,256,749,32,stratum,information,8.013693476513484e-08,0.11579304073811336,6.920703891555869e-07,2.059732939763137e-10
gld_1d,256,749,32,stratum,propagation,1.5764431930617717e-06,0.1772114237597736,8.895832783324316e-06,8.510883808821035e-08
gld_1d,256,749,32,stratum,cascade_bias,1.4911194916138724e-06,0.3008792495437007,4.955873473744813e-06,3.702193238641627e-07
gld_1d,256,749,32,stratum,scaling_exponent,1.734723475976807e-16,0.2696693387002029,6.432779804845874e-16,7.771561172376096e-16
gld_1d,256,749,32,carrier,carrier_price_structure,1.991731565283844e-07,0.14130555258502486,1.4095210901817894e-06,1.80037986741155e-08
gld_1d,256,749,32,carrier,carrier_realized_volatility,0.005240271827689832,0.29843030888590716,0.017559449129857782,0.003936448655294522
gld_1d,256,749,32,carrier,carrier_participation,0.0007670919968983114,0.2766573725367529,0.002772714820012274,0.000718700587150567
gld_1d,256,749,32,carrier,carrier_liquidity_stress,2.470432950766807e-05,0.0010718437558984717,0.023048442808681287,1.7553802330594337e-05
gld_1d,256,749,32,carrier_ratio,ratio_realized_volatility,0.005312676190490549,0.3307777146722779,0.016061167227526645,0.003791978316146083
gld_1d,256,749,32,carrier_ratio,ratio_participation,0.0009311803054449907,0.3074486631218293,0.0030287342803504147,0.0007865114858289779
gld_1d,256,749,32,carrier_ratio,ratio_liquidity_stress,2.4726949849951385e-05,0.0010717748621101864,0.023071029862808325,1.7572434628965183e-05
gld_1d,365,749,32,derivative,pressure,6.797834104432451e-09,0.18576715831132073,3.659330403838227e-08,3.7210283188038318e-09
gld_1d,365,749,32,derivative,velocity,3.08234077549957e-08,0.6953851242859985,4.432566455407612e-08,7.2818077678782345e-09
gld_1d,365,749,32,derivative,acceleration,1.8884103755983234e-08,0.5039525899189521,3.747198473376287e-08,4.5928927328020563e-10
gld_1d,365,749,32,derivative,jerk,1.3423133338576546e-08,0.5630033847605047,2.384201179232092e-08,1.7050252876238403e-09
gld_1d,365,749,32,derivative,snap,2.205087092809659e-08,0.5210367442826387,4.232114370063505e-08,1.097763541874075e-08
gld_1d,365,749,32,stratum,structure,1.115392936519577e-08,0.14130555258502486,7.893482712566689e-08,8.960674424685067e-10
gld_1d,365,749,32,stratum,kinematics,5.1442307601179404e-09,0.08027855213852408,6.407976505656642e-08,1.0421608021005113e-11
