dataset_id,symbol,timeframe,model_id,outcome,horizon_bars,candidate_origins,scored,pending_outcome,model_unavailable,coverage,mean_absolute_error,median_absolute_error,root_mean_squared_error,mean_signed_error,interval_90_supported,interval_90_empirical_coverage,interval_90_mean_width,decision_eligible,interpretation
btc_usd_1d,BTC-USD,1D,naive_zero,pressure_aligned_maximum_adverse_excursion,1,110,110,0,0,1,0.0210440705,0.0120211483,0.03292360227,0.02104339152,110,0.8818181818,0.09143990988,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,naive_zero,pressure_aligned_maximum_adverse_excursion,5,110,110,0,0,1,0.05002937662,0.0428670257,0.06848834636,0.05002937662,110,0.9,0.2127157145,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,naive_zero,pressure_aligned_maximum_adverse_excursion,20,110,109,1,0,0.9909090909,0.106107011,0.0704916569,0.1408385992,0.106107011,109,0.871559633,0.4312851671,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,forward_realized_variation,1,110,110,0,0,1,0.01621026733,0.01617812441,0.02077316876,0.005096898385,110,0.9090909091,0.06028781535,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,forward_realized_variation,5,110,110,0,0,1,0.02993415727,0.0280648617,0.03514017474,0.0125489095,110,0.8727272727,0.1074624832,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,forward_realized_variation,20,110,109,1,0,0.9909090909,0.04593811204,0.04077914335,0.0548181424,0.02296375866,109,0.8899082569,0.176459163,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,forward_return,1,110,110,0,0,1,0.01973775159,0.0132447545,0.02807986679,0.00382565473,110,0.9090909091,0.09557929766,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,forward_return,5,110,110,0,0,1,0.04713572459,0.03775314786,0.06536973001,0.003928469718,110,0.9181818182,0.2227730282,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,forward_return,20,110,109,1,0,0.9909090909,0.1177405705,0.08606133718,0.1617514837,0.003109171089,109,0.8899082569,0.5048735827,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,pressure_aligned_maximum_adverse_excursion,1,110,110,0,0,1,0.01780858461,0.01467128858,0.02580040829,-0.001397226981,110,0.8636363636,0.05799437582,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,pressure_aligned_maximum_adverse_excursion,5,110,110,0,0,1,0.03243846274,0.02025046855,0.04821933632,-0.002134779592,110,0.8909090909,0.1348087806,False,retrospective_development_diagnostic
btc_usd_1d,BTC-USD,1D,technical_24_ridge,pressure_aligned_maximum_adverse_excursion,20,110,109,1,0,0.9909090909,0.07142619424,0.0575782503,0.09380909342,-0.001597037024,109,0.8990825688,0.2734144117,False,retrospective_development_diagnostic
gld_1d,GLD,1D,causal_change_point_ridge,forward_realized_variation,1,62,62,0,0,1,0.005858826196,0.004123243622,0.008236487495,-0.003295531263,62,0.8387096774,0.01990559689,False,retrospective_development_diagnostic
gld_1d,GLD,1D,causal_change_point_ridge,forward_realized_variation,5,62,61,1,0,0.9838709677,0.008754958958,0.006486031792,0.01261411247,-0.003702119721,61,0.8852459016,0.02971087577,False,retrospective_development_diagnostic
gld_1d,GLD,1D,causal_change_point_ridge,forward_realized_variation,20,62,61,1,0,0.9838709677,0.01482366864,0.008817448413,0.02400374797,-0.008449817735,61,0.8524590164,0.0476965569,False,retrospective_development_diagnostic
gld_1d,GLD,1D,causal_change_point_ridge,forward_return,1,62,62,0,0,1,0.01008161113,0.008415501106,0.0126760147,0.0001205204562,62,0.8548387097,0.0328230233,False,retrospective_development_diagnostic
gld_1d,GLD,1D,causal_change_point_ridge,forward_return,5,62,61,1,0,0.9838709677,0.02038321414,0.0167133485,0.02755088398,-0.001326301336,61,0.868852459,0.07125686215,False,retrospective_development_diagnostic
gld_1d,GLD,1D,causal_change_point_ridge,forward_return,20,62,61,1,0,0.9838709677,0.03784508395,0.03267601449,0.04836306292,-0.003648351603,61,0.8032786885,0.1395343057,False,retrospective_development_diagnostic
gld_1d,GLD,1D,causal_change_point_ridge,pressure_aligned_maximum_adverse_excursion,1,62,62,0,0,1,0.007209631278,0.005052607703,0.009797903649,0.000742090202,62,0.8225806452,0.02855784041,False,retrospective_development_diagnostic
gld_1d,GLD,1D,causal_change_point_ridge,pressure_aligned_maximum_adverse_excursion,5,62,61,1,0,0.9838709677,0.01207540057,0.01035595888,0.01578257624,0.001602551748,61,0.8360655738,0.04436674157,False,retrospective_development_diagnostic
